"source","target","weight"
EleGuellerr,ArthurLira_,8
LSirot,NunesPatriciah,8
SANDRAV61852675,_icorrea,8
SANDRAV61852675,PepitaRetorno,8
MariaSo92340189,OmarAzizSenador,8
sylvioc21,SenadoFederal,8
Birabo13,taoquei1,8
Joelsirlei2,STF_oficial,8
danthomazaquino,_perolla_,8
danthomazaquino,RlcardoLima1234,8
danthomazaquino,andreiamacedo30,8
aurelio_cuneo,LRobertoBarroso,8
DrBoTS2,GefridoT,8
DrBoTS2,Ronaldo90533595,8
BeliniStela,rpsenador,8
SillvaFabinho,revistaoeste,8
fernandomardega,LulaOficial,8
tamarcosportug1,rpsenadoautorizou,8
BiancaaTanner,leandroruschel,8
NancyBarbosade2,SigaGazetaBR,8
DrBoTS2,Valofic,8
DrBoTS2,leonardocb11,8
DrBoTS2,GilBolsonaro,8
DrBoTS2,predadoalfa,8
DrBoTS2,_Fiel_Seguidor,8
DrBoTS2,NildaPatriota,8
DrBoTS2,KonigMachado,8
DrBoTS2,carlinhoscury,8
DrBoTS2,ZilaHelena,8
Matheus86459441,STF_oficial,8
DrBoTS2,OnRafaeli,8
DrBoTS2,Luanna71495733,8
DrBoTS2,MaryTeixeiraSi1,8
AlAlvarenga3,STF_oficial,8
RonaldoPaixo15,STF_oficial,8
RonaldoPaixo15,OmarAzizSenador,8
RonaldoPaixo15,renancalheiros,8
bertolozzi_cris,randolfeap,8
29Mattos,LeoniceMariana1,8
29Mattos,andreiamacedo30,8
Pereira_I,ExercitoOficial,8
Rodrigo25989085,STF_oficial,8
RicardoFOCampos,STM_Oficial,8
tittooporto69,gilmarmendes,8
Elisiobarreto,STF_oficial,8
EduardoCCEX,paulomathias,8
EduardoCCEX,Poder360,8
RoseAlbino8,exercitooficial,8
MarcosR86374365,STF_oficial,8
crisvela78,STM_Oficial,8
benexbenegmail1,Estadao,8
SSlavko27,TerraBrasilnot,8
CaracasFabiano,DefesaGovBr,8
isnumber,marmilbr,8
erisondick,STF_oficial,8
J7BRAZIL,DitaduraDoSTF,8
OInconformado3,ricardo45866060,8
MarcioDiogo64,andreiamacedo30,8
Helio_Samora,STF_intl,8
Wsilva66,SigaGazetaBR,8
MarcioDiogo64,EduardoMNeves,8
IzabelLins8,DiKarlo02,8
cowboy4u22,GacheMarcos,8
duviegas,SigaGazetaBR,8
Si15176878,rpsenador,8
Si15176878,camaradeputados,8
LuizCar07944944,jairbolsonaro,8
IzabelLins8,EduardoMNeves,8
IzabelLins8,sdv,8
ElKabon40361896,STF_oficial,8
RosaAraujo2345,gazetadopovo,8
msvboas,LulaOficial,8
RobertoRJBrasil,marcio_oppido,8
OInconformado3,adinaelsilva,8
CarlosA76979782,STF_oficial,8
EduardoMBLisboa,_TvBolsonaro,8
b_guarezi,PSD_55,8
Julio_B38,STF_oficial,8
b_guarezi,filipebarrost,8
b_guarezi,Rconstantino,8
b_guarezi,taoquei1,8
KNJ96861238,LulaOficial,8
GefridoT,JaneBonoro,8
GefridoT,SlfPG,8
b_guarezi,marcofeliciano,8
b_guarezi,senadorhumberto,8
DialogoPoder,filipebarrost,8
DialogoPoder,SigaGazetaBR,8
b_guarezi,carlosfportinho,8
b_guarezi,carlosaviana,8
FLAVIOLFONSECA,marceloramosam,8
ardnas440,Bethabutterfly,8
ardnas440,PastorMalafaia,8
ardnas440,juliovschneider,8
ardnas440,belisahorlle,8
ardnas440,ChibaniValeria,8
ardnas440,_rosy_38,8
ardnas440,_Fiel_Seguidor,8
ardnas440,OVigilante11,8
b_guarezi,jaqueswagner,8
aeciofaraujo,aeciofaraujo,7
MariaLCAb,MariaLCAb,7
FranciscoACruz,FranciscoACruz,7
getuliosantana,Extrater_restre,7
getuliosantana,dilmabr,7
getuliosantana,Johnny_Rock45,7
EdGaarcia,ahh_amore,7
drivanslima,drivanslima,7
MauroVS,Ary_AntiPT,7
getuliosantana,drivanslima,7
getuliosantana,NicolasMaduro,7
cleolyma,STF_oficial,7
CristianFagner,STF_oficial,7
Claudiadabreu12,BoscoPessoa,7
Claudiadabreu12,SouNeusa_,7
weslopes,STF_oficial,7
NandotmTavares,folha,7
EdGaarcia,folha,7
sergioJ158,YouTube,7
ehh_amore,kyAnonyky,7
VictorLouSan,MouraFerreira,7
getuliosantana,subeida1,7
auremacena,tonem_ai5_5,7
Sofia_Guedes_,AI5_100_acucar,7
djdanibarcelos,Sofia_Guedes_,7
RadarPoliticoBR,dilmabr,7
Meu_Rumo,JorgeXiada,7
getuliosantana,Athiabalba,7
sau_ivani,STF_oficial,7
Elibailly,macunaimaz,7
velhonarede,STF_oficial,7
junior34123,STF_oficial,7
marco_so,STF_oficial,7
Brasil_2021,exercitooficial,7
yec_terrza,exercitooficial,7
getuliosantana,ronaldocaiado,7
getuliosantana,alexandregarcia,7
BordinVania,BordinVania,7
NathanMaggotII,YouTube,7
lelekachikila,SenadoFederal,7
lccosta26,CamaraDeputados,7
EloideWildner,STF_oficial,7
TiagoAguiar0312,carlastrass,7
Msocorrocha,STF_oficial,7
facci__,STF_oficial,7
Ozielsl,STF_oficial,7
blogdopubli,STF_oficial,7
jamalnota10,STF_oficial,7
Hortsy,STF_oficial,7
GuerreiroSuper_,exercitooficial,7
Angela_Bast,STF_oficial,7
Marijm123,STF_oficial,7
WalterWGR,STF_oficial,7
Direita_Network,STF_oficial,7
politica_estilo,STF_oficial,7
MaryVicky2005,STF_oficial,7
plaucio,YouTube,7
getuliosantana,JDIASANETO,7
v_rebeque,STF_oficial,7
jhoao,STF_oficial,7
aruthcao,portalfab,7
FAXINANOPODER_,exercitooficial,7
aruthcao,BelCarvalho5,7
marcos160162,marcos160162,7
ardnas440,portalfab,7
getuliosantana,FussballSehr,7
AlineLopes_RJ,ccomsex,7
patriotatambem,exercitooficial,7
rdorea1,Estadao,7
marcos160162,MMucke,7
getuliosantana,EricAmaral10,7
getuliosantana,AnjokaMaximo,7
getuliosantana,GenExTheophilo,7
beltongomes,exercitooficial,7
rogerspire,STF_oficial,7
AUSTRALIANO1980,CNJ_oficial,7
fatimamota56,STF_oficial,7
AnjokaBramax,MirandaSa_,7
AnjokaBramax,mitags,7
ivydayube,STF_oficial,7
RitaC_Guim,deltanmd,7
RitaC_Guim,robertolivianu,7
OMessiasDoPovo,STF_oficial,7
cidarayer,VemPLutaBrasil,7
HumbertoReisJr,Rodrigo_Moller_,7
paulazanelli,STF,7
mariairanib,STF_oficial,7
DiasJr08,STF_oficial,7
adilton_virgens,VemPLutaBrasil,7
o_temido,STF_oficial,7
ReacaThor,STF_oficial,7
RitaC_Guim,paulaargollo,7
Jorge42931348,mitags,7
Ezequiasns,VEJA,7
nancyafc,deltanmd,7
santanaeliane25,NossaCarmenInfo,7
mariairanib,STF,7
ANNA_WYKY,VemPLutaBrasil,7
cartagenesg,STF_oficial,7
Estevao_1974,SenadoFederal,7
Rozoba,STF_oficial,7
subeida1,jfcomenale,7
FLAVIAMAZZOCKY,VemPLutaBrasil,7
lmleite0409,STF_oficial,7
GraaGraca58,STF_oficial,7
sandra_lima64,sandrinhabian,7
PPReacaFla2,AnjokaMaximo,7
PPReacaFla2,RitaGuimares6,7
AnjokaBramax,BrazucaCopa2014,7
LeiaRachor,HeloisaLolo6,7
FabiolaMathiasT,lobaoeletrico,7
FabiolaMathiasT,Rodrigo_Moller_,7
carmen_fres,STF_oficial,7
Blogbone8,MPF_PGR,7
EdnnaBahls,STF_oficial,7
Blogbone8,nytimes,7
Blogbone8,WSJ,7
Blogbone8,washingtonpost,7
anacristinadeol,RitaGuimares6,7
anacristinadeol,sandrinhabian,7
Arcamargo70,MovAvanteBrasil,7
cellavladimir,STF_oficial,7
rosangela_bolze,RitaOli36702816,7
AnjokaBramax,DeniseSPLima1,7
lourdesflintz,macunaimaz,7
lourdesflintz,CastroElainy,7
be_goulart,STF_oficial,7
LeiaRachor,lobaoeletrico,7
capiaudosertao,MPF_PGR,7
JotaSouz,STF_oficial,7
MARIAANANEVES,sandrinhabian,7
rambarjan,STF_oficial,7
ClovisConra,STF_oficial,7
mitags,STFVergonhaNacional,7
lily48sik,MPF_PGR,7
AntonioSous,folha,7
cidadgm1,MPF_PGR,7
Jorge42931348,BecaBrix,7
MarciaGraminhan,STF_oficial,7
fermunhozcunha,STF_oficial,7
N_Carvalheira,o_antagonista,7
aligabileite,STF_oficial,7
chrisshishiro,STF_oficial,7
Dionathalandi,STF_oficial,7
LeiaRachor,EricAmaral10,7
LeiaRachor,aeciofaraujo,7
GuinaHolanda,STF_oficial,7
clobo1756,STF_oficial,7
Flaviasarus,STF_oficial,7
AntonioSous,VEJA,7
SilSilnyc,STF_oficial,7
RandomForMe,STF_oficial,7
Leeitsmee1,STF_oficial,7
ZandritaTorres,STF_oficial,7
HouseOfWagner,MPF_PGR,7
mariofortes,STF_oficial,7
Adrigr78,STF_oficial,7
vlcamara,STF_oficial,7
MarciaS81273164,STF_oficial,7
DoValeandre,STF_oficial,7
Fatial,STF_oficial,7
ClaudiaBorin,GABRIELPlNHEIRO,7
NaldirVentura,STF_oficial,7
ceica_rocha,STF_oficial,7
Ezequiasns,o_antagonista,7
BarbosaJricardo,STF_oficial,7
beregmaciel,STF_oficial,7
_PenaforteOK3,STF_oficial,7
antoniocarlos_m,STF_oficial,7
edukime,STF_oficial,7
ruy_sena,STF_oficial,7
Julianabrtoni,STF_oficial,7
ricardopaichie1,STF_oficial,7
rafawk,STF_oficial,7
adnaaraujo3,STF_oficial,7
salgueiro529,STF_oficial,7
tinellizu,SenadoFederal,7
edsonbahiag4,CNJ_oficial,7
marcioprodutor2,Silvio_MKT,7
eduviale,STF_oficial,7
facastilho,STF_oficial,7
romelfaustino,edmilsonpapo10,7
Gisaieira,rosangela_bolze,7
DemesSoares,STF_oficial,7
LOBOPAT,STF_oficial,7
barbaradix,STF_oficial,7
aruthcao,JacGranja,7
paulo_manso,STF_oficial,7
rodrigorennobr,STF_oficial,7
Melo1M,STF_oficial,7
AdrianaDriRio,STF_oficial,7
MUNIZPINTO,STF_oficial,7
Elbriton,STF_oficial,7
petrikowski,STF_oficial,7
PastorLiomar,CNJ_oficial,7
ferebello,TRF4_oficial,7
mbethrg,mitags,7
77mayconmourao,STF_oficial,7
couramc,deltanmd,7
Antagonica_2,STF_oficial,7
gob_1971,claudioedantas,7
crisvela78,marisascruz,7
adrianaq21,STF_oficial,7
LeiaRachor,VillaMarcovilla,7
Merciabh09,STF_oficial,7
rosangela_bolze,ieda_mara,7
patyarqt,o_antagonista,7
mgbianconi,STF_oficial,7
Devair_10,STF_oficial,7
SilvanaBarrr,jairbolsonaro,7
Carla_Margarete,Carla_Margarete,7
LeiaRachor,alefrotabrasil,7
Ezequiasns,BecaBrix,7
ivomarcelino,SenadoFederal,7
PPowerIrene,Lamaro2Antonio,7
Lamaro2Antonio,HumbertoReisJr,7
Lamaro2Antonio,Lamaro2Antonio,7
ricardosobrinho,STF_oficial,7
Rodriguesfasp,exercitooficial,7
MBColunista,STF_oficial,7
Marcita_um,aruthcao,7
hanahmelo19,SPD_33,7
LeiaRachor,BlogdoNoblat,7
LinharesOlga,o_antagonista,7
Marcia_Ctno,MichelTemer,7
BobCuspe72,exercitooficial,7
Fatimaordemur,DeniseSPLima1,7
AlvarezZeni,exercitooficial,7
LeiaRachor,folha,7
MauroVS,Gen_VillasBoas,7
PPReacaFla2,lipeosorio22,7
LeiaRachor,FAXINANOPODER_,7
SandraRCReyes,agentefala30,7
ChobasB,deltanmd,7
ChobasB,RitaOli36702816,7
hanahmelo19,catharinah16,7
InhaAmarall,STF_oficial,7
AydeeMarchesin,blogdojefferson,7
aurora__9,muylaerte,7
LeiaRachor,TRF4_oficial,7
jukakaju1,STF_oficial,7
dedeevitinho,STF_oficial,7
LeiaRachor,JotaInfo,7
marydonasantos,STF_oficial,7
HumbertoReisJr,0_marcia,7
magalinevesferr,deltanmd,7
Jorge42931348,catharinah16,7
agluizcarlos1,STF_oficial,7
cidadgm1,gilmarmendes,7
INCOMVEN,STF_oficial,7
renanmesro,YouTube,7
PauloPolitica,STF_oficial,7
LeiaRachor,DiegoRo96849672,7
getuliosantana,camaradeputados,7
HLott64,EdGaarcia,7
LeiaRachor,blogdojefferson,7
LeiaRachor,justicafederal,7
fmaier50,camaradeputados,7
profsandrag1,ataqueaberto,7
FAXINANOPODER_,lobaoeletrico,7
FAXINANOPODER_,Jorge42931348,7
FAXINANOPODER_,FENAPEF,7
FAXINANOPODER_,DASILVA86,7
Gus_Moreira,camaradeputados,7
BetoFontes,DatenaOficial,7
LeiaRachor,Gr0115gabriel,7
marcaomeine,STF_oficial,7
abreu_gga,STF_oficial,7
LeiaRachor,FerdinandoPerre,7
niobe_coelho,STF_oficial,7
LeiaRachor,MBrasilOnline,7
LeiaRachor,titoporto10,7
v1c3nt3,gilmarmendes,7
Leokosta,STF_oficial,7
JU_okay1,EricAmaral10,7
BordinVania,NossaCarmenInfo,7
desouzafranja,STF_oficial,7
SabeNDAInnocent,STF_oficial,7
JU_okay1,JanainaDoBrasil,7
CPT_Jonathan85,YouTube,7
lelacohen,NossaCarmenInfo,7
radiocrista,LimaDoc,7
JDIASANETO,jairbolsonaro,7
HLott64,limaynardes,7
Eduardo_Dado,gilmarmendes,7
DCPBL29,STF_oficial,7
lamboia,gilmarmendes,7
BetoFontes,MPF_PGR,7
BetoFontes,lourdesflintz,7
BetoFontes,policiafederal,7
LAYLATRANETTY,MichelTemer,7
FLAVIAMAZZOCKY,MichelTemer,7
nieldebrito,Gen_VillasBoas,7
FLAVIAMAZZOCKY,GenExTheophilo,7
LAYLATRANETTY,geraldomiotto,7
Anaamvs_Sanches,GeneralMourao,7
LeiaRachor,DanAdjuto,7
LeiaRachor,SuruagyDo,7
rdorea1,ministro_Og,7
SuruagyDo,mitags,7
HumbertoReisJr,AraciBrolo,7
sanderson170610,exercitooficial,7
Gus_Moreira,portalfab,7
Gus_Moreira,marmilbr,7
Anaamvs_Sanches,SenadoFederal,7
mpsnet,STF_oficial,7
CesarBHzz,BlogDoPim,7
analucos0408,STF_oficial,7
marcotulio78,exercitooficial,7
LeiaRachor,Elpidio2,7
marcotulio78,BlogdoNoblat,7
wadao27,STF_oficial,7
lsmendonca51,mitags,7
marcotulio78,HumbertoReisJr,7
Alexpsil_27,deltanmd,7
JuniorGaruzzi,STF_oficial,7
elderlei,STF_oficial,7
AzedinhoDoci,STF_oficial,7
barth_lisia,OMundrongo,7
LeiaRachor,PauloMartins10,7
Kidaa10,Gen_VillasBoas,7
CeltaoBH,STF_oficial,7
LeiaRachor,RitaGVPLB,7
CortezFilipe,gilmarmendes,7
EduardoaSOUZ,STF_oficial,7
ardnas440,CmdoCMA,7
BR100PTRALHAS,Nonato55557777,7
SoninhaAmora,exercitooficial,7
reiastrologia,marisascruz,7
BR100PTRALHAS,BelCarvalho5,7
BR100PTRALHAS,BR100PTRALHAS,7
arquiteturaoral,VEJA,7
MelissaGisele,STF_oficial,7
talitasousa_oli,STF_oficial,7
BR100PTRALHAS,MMucke,7
RMarocchio,STF_oficial,7
Luizasensata,marmilbr,7
Marcia_Ctno,camaradeputados,7
Adelmoreira,STF_oficial,7
britopinho,YouTube,7
pritram,STF_oficial,7
LeiaRachor,ronaldocaiado,7
mhelena17,o_antagonista,7
ledadocinha,STF_oficial,7
manoelviabrasil,STF_oficial,7
mfrancanunes,ramir_lima,7
AndreaSant11,exercitooficial,7
CrisHernandezz,Raul_Jungmann,7
yasmineminey30,Gen_VillasBoas,7
Gisaieira,alexandre,7
frfontanella,TSEjusbr,7
SilasFreitas,gilmarmendes,7
rbuncker,gilmarmendes,7
rosangela_bolze,VemPraRua_br,7
Frncsld,planalto,7
PMorenoB,Francoubiratan,7
JenSoares73,ioneatuante4,7
JenSoares73,GregWall2018,7
JenSoares73,DayseBarela,7
JenSoares73,DeniseSPLima1,7
JenSoares73,Ramesojalves,7
JenSoares73,giovannarocco,7
JenSoares73,Valdirene8975,7
JenSoares73,goulartjnr,7
JenSoares73,fatimaleaum,7
JenSoares73,OPatriota2,7
JenSoares73,VagnerJack,7
JenSoares73,ceribeiro82,7
JenSoares73,rodrigojfmg1981,7
JenSoares73,bobjackk,7
JenSoares73,RubinhoArte,7
JenSoares73,walfredocarlos,7
JenSoares73,luheisenberg,7
JenSoares73,valmont1,7
JenSoares73,Barella_SFC,7
JenSoares73,rmelette,7
JenSoares73,uli_cassilva,7
JenSoares73,ZetheDe,7
JenSoares73,Gus_Moreira,7
JenSoares73,Murillo_1914,7
JenSoares73,DiHernandes2,7
JenSoares73,vanusaabreuc,7
HildaDeSouzaMa1,AraciBrolo,7
uli_cassilva,Gus_Moreira,7
R0se_eMi,ramir_lima,7
BetoFontes,gurudepre,7
BetoFontes,paulo_oshiro,7
BetoFontes,LulapeloBrasil,7
aruthcao,FUSSHIGHLANDER,7
aruthcao,RitaOli36702816,7
aruthcao,TSEjusbr,7
LeiaRachor,Celtic_Cast,7
jwmirisola,jwmirisola,7
HildaDeSouzaMa1,LulapeloBrasil,7
HildaDeSouzaMa1,jozecatrindade,7
mspontocom,SergioMoroJudge,7
farquardi,o_antagonista,7
HildaDeSouzaMa1,gleisi,7
HildaDeSouzaMa1,OsvladPereira,7
LimaDoc,BolsonaroSP,7
Fusca_Brasil,FFAABrasil,7
getuliosantana,leandroruschel,7
JoaoPaulo1206,JoaoPaulo1206,7
levantebrasil,Marcosboniatti,7
HildaDeSouzaMa1,o_antagonista,7
aest1001,ioneatuante4,7
aest1001,SandraRCReyes,7
CunhaLucare,exercitooficial,7
HildaDeSouzaMa1,VEJA,7
arquiteturaoral,JornalOGlobo,7
BetoFontes,CesarTorres2014,7
BetoFontes,VEJA,7
BetoFontes,subeida1,7
BetoFontes,paula2ag,7
ejr281063,fausto_macedo,7
GenuinoTeixeira,STF_oficial,7
marinhochammber,YouTube,7
mspontocom,benevides_cris,7
BetoFontes,Andreblumenau42,7
olivierleth2018,STF_oficial,7
Fat21147347,STF_oficial,7
LeiaRachor,Marcia_Ctno,7
RitaC_Guim,Reis04Reis,7
mariluciferraz,Rconstantino,7
Gisaieira,VemPraRua_br,7
julianamelles,STF_oficial,7
aruthcao,CnoronhaDa,7
aruthcao,Vainchencker,7
BT_Cozer,STF_oficial,7
Jac_Fraccaroli,STF_oficial,7
aruthcao,JesusOpressor1,7
FonteneleDenise,gilmarmendes,7
ammaantunes,STF_oficial,7
fatimalima8,STF_oficial,7
cygnusngc6992,MBLivre,7
fabriciopicanco,STF_oficial,7
GuilhermePeruc3,STF_oficial,7
gomes_joaquim,STF_oficial,7
aurora__9,AiltonBenedito,7
rodegemeos,STF_oficial,7
ArcherTereza,ArcherTereza,7
fbruno318,STF_oficial,7
geraldogarro,STF_oficial,7
dinaninanina,STF_oficial,7
paulojunioadm,STF_oficial,7
fpacoelho,STF_oficial,7
MoraisRobsonS,STF_oficial,7
levantebrasil,Ezequiasns,7
claudiodemetri3,rmexel,7
claudiasilvei01,PauloMartins10,7
claudiodemetri3,ottoni3101,7
claudiodemetri3,LulapeloBrasil,7
LuttiLippe,STF_oficial,7
Regi_amorim,STF_oficial,7
jaugcord,jaugcord,7
rosangela_bolze,AnaPaulaVolei,7
roupasimpflorip,STF_oficial,7
SMAC134,STF_oficial,7
barth_lisia,macunaimaz,7
graca_brasil,STFoficial,7
Ezequiasns,FFAABrasil,7
ednace,STF_oficial,7
Tuffic57,jose_neumanne,7
EgasSamelo,STF_oficial,7
claudiodemetri3,aruthcao,7
cris_kcrl,RenovaMidia,7
celiomartignago,VemPraRua_br,7
JerryLandru,thameadanelon,7
ibirabali,STF_oficial,7
flavio_zandona,exame,7
jotaefe61,STF_oficial,7
ProBrasil_,STF_oficial,7
pomponio_r,STF_oficial,7
miriamdelpomo,STF_oficial,7
CarlosC02868738,STF_oficial,7
BeatrizTiza,dulce_dulceagui,7
mariluciferraz,leandroruschel,7
britopinho,pt_nacional,7
cavalieri_ann,gilmarmendes,7
jewerton,folha,7
Vivianerecife,JanainaDoBrasil,7
Tuffic57,GFiuza_Oficial,7
FAXINANOPODER_,97alternativa,7
FAXINANOPODER_,AraciPatriota,7
alegna_ange,STF_oficial,7
BrasileiriaMAXI,STF_oficial,7
McTom_BR,blogdojefferson,7
gob_1971,RenovaMidia,7
Vsilveira2014,STF_oficial,7
MarileneHart,STF_oficial,7
RenataArgollo,STF_oficial,7
rosangela_bolze,97alternativa,7
MacielAlbuquer,STF_oficial,7
JoaoPaulo1206,deltanmd,7
MVallesalles,STF_oficial,7
jumgbrasil,STF_oficial,7
carlinhaspfc,VemPraRua_br,7
FerAisNeg,BlogDoPim,7
ejr281063,macunaimaz,7
ejr281063,FAXINANOPODER_,7
ejr281063,RoseVLB,7
marciovelmo,BecaBrix,7
marciovelmo,HumbertoReisJr,7
WegdonP,GenPauloChagas,7
esm_eu,STF_oficial,7
FatimaMeirelles,Gen_VillasBoas,7
EduardoTreesp,roxmo,7
ana_nassif,STF_oficial,7
cristianoimhof,gilmarmendes,7
juniorags,policiafederal,7
brasilsempt2015,STF_oficial,7
Fusca_Brasil,Gen_VillasBoas,7
Divoveiga01,STF_oficial,7
nizetticardoso,gilmarmendes,7
cris_caldeira,STF_oficial,7
britopinho,Rede45,7
alfivonh,STF_oficial,7
joaomagmendes,Estadao,7
LeiaRachor,thameadanelon,7
Lu_lcrv,Estadao,7
amsousa1,STF_oficial,7
EduardoTreesp,joaoamoedonovo,7
EduardoTreesp,Estadao,7
BorcathFernando,AnaPaulaVolei,7
BorcathFernando,RenovaMidia,7
getuliosantana,GenPauloChagas,7
HILTONFAGUNDES1,Gen_Ex_Freitas,7
wellingtonmoura,STF_oficial,7
italo_filho,GloboNews,7
freireneto,STF_oficial,7
torreshomem,STF_oficial,7
tiguerinha,STF_oficial,7
HILTONFAGUNDES1,exercitooficial,7
HildaDeSouzaMa1,Fatimaordemur,7
DelmiraMathias,diogomainardi,7
ejr281063,policiafederal,7
ejr281063,MPF_PGR,7
NorbertoGueri,STF_oficial,7
Ma_sorocaba,exercitooficial,7
HenriquePimpom,STF_oficial,7
HildaDeSouzaMa1,bbcbrasil,7
mmvsantiago,alvarodias_,7
arquiteturaoral,alvarodias_,7
Fbio22709744,o_antagonista,7
LigiaMauraCosta,VemPraRua_br,7
CAPITA_LISTA,aurora__9,7
silvanap7,STF_oficial,7
Gus_Moreira,jairbolsonaro,7
mspontocom,MaryNorminha,7
adviniciusn,STF_oficial,7
aruthcao,marmilbr,7
graca_brasil,teresinhalopes,7
HildaDeSouzaMa1,DanielaWeb,7
GwgMinas,SenadoFederal,7
marcotulio78,PanichiRaphael,7
marcotulio78,Ro_Moller,7
marcotulio78,YodaSapiens_29,7
marcotulio78,R_synchronicity,7
marcotulio78,Gen_VillasBoas,7
marcotulio78,Gen_Ex_Freitas,7
marcotulio78,portalfab,7
marcotulio78,FlavioBolsonaro,7
marcotulio78,Bopressor20,7
RaimundoHoland7,STF_oficial,7
LuizEdu79303363,STF_oficial,7
sergioricardoda,STF_oficial,7
robsonsodre10,gilmarmendes,7
ronaldo_acr,STF_oficial,7
laurypaula44,STF_oficial,7
Marc2010,STF_oficial,7
leagiacomini,STF_oficial,7
teixeiradeia2,STF_oficial,7
SKIPRJ,STF_oficial,7
claubitt,STF_oficial,7
marcotulio78,Francischini_,7
marcotulio78,procuradores,7
RomildoSbrissia,STF_oficial,7
marcotulio78,AJUFE_oficial,7
clodaldoborges,STF_oficial,7
BynNeves,STF_oficial,7
vdumas77,STF_oficial,7
Alexand42022083,STF_oficial,7
samuelpeixoto,HumbertoReisJr,7
ejr281063,globoesportecom,7
_julio80,STF_oficial,7
marcelo_rubio01,STF_oficial,7
tjrpereira,STF_oficial,7
AcreMira,exercitooficial,7
rubentransporte,gilmarmendes,7
falaporteclas,STF_oficial,7
flavio_pop,STF_oficial,7
luis_simaro,STF_oficial,7
marcotulio78,JornalOGlobo,7
Villela60,STF_oficial,7
wellpimentel,STF_oficial,7
_marilda,gilmarmendes,7
marcorossi2012,STF_oficial,7
fcarlosdom,STF_oficial,7
marcotulio78,FUSSHIGHLANDER,7
Fusca_Brasil,republica_ctba,7
flavio_start,Gen_Ex_Freitas,7
pinheirojpa,STF_oficial,7
ejr281063,GloboNews,7
Originaldrpedro,STF_oficial,7
altamirfurlan,STF_oficial,7
soniaprezzotto,SenadoFederal,7
CeliaPfau,o_antagonista,7
Cris__38,STF_oficial,7
marcotulio78,VemPraRua_br,7
PauloRosa2016,STF_oficial,7
geraldo1963,SenadoFederal,7
Feferaso,N_Carvalheira,7
mrchaves_,STF_oficial,7
marcos_vicari,STF_oficial,7
lelacohen,camaradeputados,7
ejr281063,maristelaggpc,7
HumbertoReisJr,samuelpeixoto,7
Jorge42931348,GeneralGirao,7
r_carvalho2017,GenPauloChagas,7
HildaDeSouzaMa1,vanessabg81,7
BetoFontes,paulo_briani,7
DireittaBrasil,STF_oficial,7
mspontocom,bolsomitoem2018,7
FabianoSSantana,STF_oficial,7
DayseBarela,DayseBarela,7
PauloMMMEDEIROS,FlavioXSid,7
deb156411,mitags,7
deb156411,gilmarmendes,7
HumbertoReisJr,LeiaRachor,7
mspontocom,endireitabrasil,7
joflcina5721,branci13,7
HildaDeSouzaMa1,balancogeral,7
marcorossi2012,Gen_VillasBoas,7
mjandrade,jairbolsonaro,7
maggye_c,jairbolsonaro,7
luizcarlosjr,STF_oficial,7
MundoPerdido9,folha,7
coelho_socorro,CmdoCMS,7
MarciaGerhardt1,Gen_VillasBoas,7
PMorenoB,PauloFr61402360,7
nieldebrito,limaynardes,7
FabiodaDaniedoN,jairbolsonaro,7
Ezequiasns,RodrigoMaia,7
carlos007ce,YouTube,7
christianbtshow,YouTube,7
AnjosBenny,policiafederal,7
alexchina_0_,YouTube,7
RODRIGO281526,jairbolsonaro,7
aruthcao,TonyII_1960,7
mspontocom,hprob,7
mspontocom,gorettem,7
flavio_start,Jorge42931348,7
Ira18880393,Gen_VillasBoas,7
INTERVENCIONIS4,ardnas440,7
aruthcao,luiztenda,7
kazehenrique,gen_paulosergio,7
N_Carvalheira,JornalDaCidadeO,7
HildaDeSouzaMa1,fumaca_ja,7
Antonio46660814,STF_oficial,7
castil2007,STF_oficial,7
cassybc09,STF_oficial,7
leandrolemosbr1,FFAABrasil,7
getuliosantana,Eu_Magui23,7
getuliosantana,leandrocimino,7
getuliosantana,Jan101871,7
navesps3,TRF4_oficial,7
navesps3,MPF_PRPR,7
Ira18880393,gilmarmendes,7
mk_albuquerque,STF_oficial,7
DeBarrosd,MPF_PGR,7
nadiatosatti,AraciPatriota,7
MarciaGerhardt1,STF_oficial,7
Verozinha19,STF_oficial,7
correia_nancy,STF_oficial,7
DrOrlandoA,STF_oficial,7
Wi_Churchill,STF_oficial,7
britopinho,marmilbr,7
Regis99,brigadeiro_dias,7
Leoehpardo,GenPauloChagas,7
mfrancanunes,Jorge42931348,7
HeraldoLuz,STF_oficial,7
tais_negrao,STF_oficial,7
Ceclio16,STF_oficial,7
alfs_poa,STF_oficial,7
fabiotmendes,STF_oficial,7
Gisaieira,camaradeputados,7
LuizOtavioAlme1,STF_oficial,7
F_fergui,STF_oficial,7
Gisaieira,manuelkobel,7
aruthcao,Francoubiratan,7
lewn51,STF_oficial,7
engfabiananunes,STF_oficial,7
Luciane93949815,STF_oficial,7
ruisimp,STF_oficial,7
PastorLiomar,alexandregarcia,7
BiaDegrazia,VemPraRua_br,7
PatriotaOnline,STF_oficial,7
raphael124600,STF_oficial,7
fredvgs,mitags,7
arquiteturaoral,Estadao,7
nanafi17,STF_oficial,7
Ezequiasns,MarizMarcella,7
wellington_vill,BolsonaroSP,7
Folhaovento,SenadoFederal,7
Vivianerecife,MagnoMalta,7
Nrsartes,gilmarmendes,7
tmj_br2021,STF_oficial,7
